name,version,directory,repository,summary,from package.json,from license,from readme
co,4.6.0,/Users/ioannis.karasavvaidis/go/src/github.com/puppetlabs/cloud-discovery/ui/node_modules/co,tj/co,MIT,MIT,MIT,MIT
coa,1.0.4,/Users/ioannis.karasavvaidis/go/src/github.com/puppetlabs/cloud-discovery/ui/node_modules/coa,http://github.com/veged/coa,MIT,MIT,,
code-point-at,1.1.0,/Users/ioannis.karasavvaidis/go/src/github.com/puppetlabs/cloud-discovery/ui/node_modules/code-point-at,sindresorhus/code-point-at,MIT,MIT,MIT,MIT
codecov,3.1.0,/Users/ioannis.karasavvaidis/go/src/github.com/puppetlabs/cloud-discovery/ui/node_modules/codecov,https://github.com/codecov/codecov-node,MIT,MIT,MIT,
collapse-white-space,1.0.4,/Users/ioannis.karasavvaidis/go/src/github.com/puppetlabs/cloud-discovery/ui/node_modules/collapse-white-space,wooorm/collapse-white-space,MIT,MIT,MIT,
collection-visit,1.0.0,/Users/ioannis.karasavvaidis/go/src/github.com/puppetlabs/cloud-discovery/ui/node_modules/collection-visit,jonschlinkert/collection-visit,MIT,MIT,MIT,
color,0.11.4,/Users/ioannis.karasavvaidis/go/src/github.com/puppetlabs/cloud-discovery/ui/node_modules/color,Qix-/color,MIT,MIT,,
color-convert,1.9.2,/Users/ioannis.karasavvaidis/go/src/github.com/puppetlabs/cloud-discovery/ui/node_modules/color-convert,Qix-/color-convert,MIT,MIT,,
color-name,1.1.1,/Users/ioannis.karasavvaidis/go/src/github.com/puppetlabs/cloud-discovery/ui/node_modules/color-name,git@github.com:dfcreative/color-name,MIT,MIT,MIT,
color-string,0.3.0,/Users/ioannis.karasavvaidis/go/src/github.com/puppetlabs/cloud-discovery/ui/node_modules/color-string,http://github.com/harthur/color-string,MIT,MIT,,
colormin,1.1.2,/Users/ioannis.karasavvaidis/go/src/github.com/puppetlabs/cloud-discovery/ui/node_modules/colormin,ben-eb/colormin,MIT,MIT,,MIT
colors,1.1.2,/Users/ioannis.karasavvaidis/go/src/github.com/puppetlabs/cloud-discovery/ui/node_modules/colors,http://github.com/Marak/colors.js,MIT,MIT,,
combined-stream,1.0.6,/Users/ioannis.karasavvaidis/go/src/github.com/puppetlabs/cloud-discovery/ui/node_modules/combined-stream,http://github.com/felixge/node-combined-stream,MIT,MIT,,MIT
commander,2.6.0,/Users/ioannis.karasavvaidis/go/src/github.com/puppetlabs/cloud-discovery/ui/node_modules/concurrently/node_modules/commander,(none),MIT,MIT,,MIT
commander,2.9.0,/Users/ioannis.karasavvaidis/go/src/github.com/puppetlabs/cloud-discovery/ui/node_modules/mocha-nightwatch/node_modules/commander,(none),MIT,MIT,MIT,MIT
commander,2.13.0,/Users/ioannis.karasavvaidis/go/src/github.com/puppetlabs/cloud-discovery/ui/node_modules/uglifyjs-webpack-plugin/node_modules/commander,(none),MIT,MIT,MIT,MIT
commander,2.15.1,/Users/ioannis.karasavvaidis/go/src/github.com/puppetlabs/cloud-discovery/ui/node_modules/commander,https://github.com/tj/commander.js,MIT,MIT,MIT,MIT
common-tags,1.8.0,/Users/ioannis.karasavvaidis/go/src/github.com/puppetlabs/cloud-discovery/ui/node_modules/common-tags,https://github.com/declandewet/common-tags,MIT,MIT,MIT,
commondir,1.0.1,/Users/ioannis.karasavvaidis/go/src/github.com/puppetlabs/cloud-discovery/ui/node_modules/commondir,http://github.com/substack/node-commondir,MIT,MIT,MIT,MIT
component-bind,1.0.0,/Users/ioannis.karasavvaidis/go/src/github.com/puppetlabs/cloud-discovery/ui/node_modules/component-bind,https://github.com/component/bind,MIT,,,MIT
component-emitter,1.2.1,/Users/ioannis.karasavvaidis/go/src/github.com/puppetlabs/cloud-discovery/ui/node_modules/component-emitter,https://github.com/component/emitter,MIT,MIT,MIT,MIT
component-inherit,0.0.3,/Users/ioannis.karasavvaidis/go/src/github.com/puppetlabs/cloud-discovery/ui/node_modules/component-inherit,https://github.com/component/inherit,MIT,,,MIT
concat-map,0.0.1,/Users/ioannis.karasavvaidis/go/src/github.com/puppetlabs/cloud-discovery/ui/node_modules/concat-map,http://github.com/substack/node-concat-map,MIT,MIT,MIT,MIT
concat-stream,1.6.2,/Users/ioannis.karasavvaidis/go/src/github.com/puppetlabs/cloud-discovery/ui/node_modules/concat-stream,http://github.com/maxogden/concat-stream,MIT,MIT,MIT,MIT
concurrently,3.6.1,/Users/ioannis.karasavvaidis/go/src/github.com/puppetlabs/cloud-discovery/ui/node_modules/concurrently,https://github.com/kimmobrunfeldt/concurrently,MIT,MIT,MIT,
console-browserify,1.1.0,/Users/ioannis.karasavvaidis/go/src/github.com/puppetlabs/cloud-discovery/ui/node_modules/console-browserify,http://github.com/Raynos/console-browserify,MIT,MIT,,MIT
console-control-strings,1.1.0,/Users/ioannis.karasavvaidis/go/src/github.com/puppetlabs/cloud-discovery/ui/node_modules/console-control-strings,https://github.com/iarna/console-control-strings,ISC,ISC,,
constants-browserify,1.0.0,/Users/ioannis.karasavvaidis/go/src/github.com/puppetlabs/cloud-discovery/ui/node_modules/constants-browserify,http://github.com/juliangruber/constants-browserify,MIT,MIT,,
content-disposition,0.5.2,/Users/ioannis.karasavvaidis/go/src/github.com/puppetlabs/cloud-discovery/ui/node_modules/content-disposition,jshttp/content-disposition,MIT,MIT,MIT,
content-type,1.0.4,/Users/ioannis.karasavvaidis/go/src/github.com/puppetlabs/cloud-discovery/ui/node_modules/content-type,jshttp/content-type,MIT,MIT,MIT,
convert-source-map,1.5.1,/Users/ioannis.karasavvaidis/go/src/github.com/puppetlabs/cloud-discovery/ui/node_modules/convert-source-map,http://github.com/thlorenz/convert-source-map,MIT,MIT,,
cookie,0.3.1,/Users/ioannis.karasavvaidis/go/src/github.com/puppetlabs/cloud-discovery/ui/node_modules/cookie,jshttp/cookie,MIT,MIT,MIT,
cookie-signature,1.0.6,/Users/ioannis.karasavvaidis/go/src/github.com/puppetlabs/cloud-discovery/ui/node_modules/cookie-signature,https://github.com/visionmedia/node-cookie-signature,MIT,MIT,,MIT
copy-concurrently,1.0.5,/Users/ioannis.karasavvaidis/go/src/github.com/puppetlabs/cloud-discovery/ui/node_modules/copy-concurrently,https://github.com/npm/copy-concurrently,ISC,ISC,,
copy-descriptor,0.1.1,/Users/ioannis.karasavvaidis/go/src/github.com/puppetlabs/cloud-discovery/ui/node_modules/copy-descriptor,jonschlinkert/copy-descriptor,MIT,MIT,MIT,
core-js,1.2.7,/Users/ioannis.karasavvaidis/go/src/github.com/puppetlabs/cloud-discovery/ui/node_modules/core-js,https://github.com/zloirock/core-js,MIT,MIT,,
core-js,2.5.1,/Users/ioannis.karasavvaidis/go/src/github.com/puppetlabs/cloud-discovery/ui/node_modules/recharts/node_modules/core-js,(none),MIT,MIT,,
core-js,2.5.7,/Users/ioannis.karasavvaidis/go/src/github.com/puppetlabs/cloud-discovery/ui/node_modules/babel-polyfill/node_modules/core-js,(none),MIT,MIT,,
core-util-is,1.0.2,/Users/ioannis.karasavvaidis/go/src/github.com/puppetlabs/cloud-discovery/ui/node_modules/core-util-is,http://github.com/isaacs/core-util-is,MIT,MIT,,
cosmiconfig,2.2.2,/Users/ioannis.karasavvaidis/go/src/github.com/puppetlabs/cloud-discovery/ui/node_modules/cosmiconfig,https://github.com/davidtheclark/cosmiconfig,MIT,MIT,MIT,
cosmiconfig,4.0.0,/Users/ioannis.karasavvaidis/go/src/github.com/puppetlabs/cloud-discovery/ui/node_modules/babel-plugin-macros/node_modules/cosmiconfig,(none),MIT,MIT,MIT,
create-ecdh,4.0.3,/Users/ioannis.karasavvaidis/go/src/github.com/puppetlabs/cloud-discovery/ui/node_modules/create-ecdh,https://github.com/crypto-browserify/createECDH,MIT,MIT,MIT,
create-hash,1.2.0,/Users/ioannis.karasavvaidis/go/src/github.com/puppetlabs/cloud-discovery/ui/node_modules/create-hash,git@github.com:crypto-browserify/createHash,MIT,MIT,MIT,
create-hmac,1.1.7,/Users/ioannis.karasavvaidis/go/src/github.com/puppetlabs/cloud-discovery/ui/node_modules/create-hmac,https://github.com/crypto-browserify/createHmac,MIT,MIT,MIT,
create-react-class,15.6.3,/Users/ioannis.karasavvaidis/go/src/github.com/puppetlabs/cloud-discovery/ui/node_modules/create-react-class,facebook/react,MIT,MIT,MIT,
cross-fetch,1.1.1,/Users/ioannis.karasavvaidis/go/src/github.com/puppetlabs/cloud-discovery/ui/node_modules/cross-fetch,https://github.com/lquixada/cross-fetch,MIT,MIT,MIT,
cross-spawn,5.1.0,/Users/ioannis.karasavvaidis/go/src/github.com/puppetlabs/cloud-discovery/ui/node_modules/cross-spawn,http://github.com/IndigoUnited/node-cross-spawn,MIT,MIT,,
cross-spawn,6.0.5,/Users/ioannis.karasavvaidis/go/src/github.com/puppetlabs/cloud-discovery/ui/node_modules/selenium-standalone/node_modules/cross-spawn,(none),MIT,MIT,MIT,
crypto-browserify,3.12.0,/Users/ioannis.karasavvaidis/go/src/github.com/puppetlabs/cloud-discovery/ui/node_modules/crypto-browserify,http://github.com/crypto-browserify/crypto-browserify,MIT,MIT,MIT,MIT
css-color-names,0.0.4,/Users/ioannis.karasavvaidis/go/src/github.com/puppetlabs/cloud-discovery/ui/node_modules/css-color-names,http://github.com/bahamas10/css-color-names,MIT,MIT,,MIT
css-in-js-utils,2.0.1,/Users/ioannis.karasavvaidis/go/src/github.com/puppetlabs/cloud-discovery/ui/node_modules/css-in-js-utils,https://github.com/rofrischmann/css-in-js-utils,MIT,MIT,MIT,
css-loader,0.28.11,/Users/ioannis.karasavvaidis/go/src/github.com/puppetlabs/cloud-discovery/ui/node_modules/css-loader,https://github.com/webpack-contrib/css-loader,MIT,MIT,,
css-select,1.2.0,/Users/ioannis.karasavvaidis/go/src/github.com/puppetlabs/cloud-discovery/ui/node_modules/css-select,http://github.com/fb55/css-select,BSD-like,BSD-like,,
css-selector-tokenizer,0.7.0,/Users/ioannis.karasavvaidis/go/src/github.com/puppetlabs/cloud-discovery/ui/node_modules/css-selector-tokenizer,https://github.com/css-modules/css-selector-tokenizer,MIT,MIT,,MIT
css-what,2.1.0,/Users/ioannis.karasavvaidis/go/src/github.com/puppetlabs/cloud-discovery/ui/node_modules/css-what,https://github.com/fb55/css-what,BSD-like,BSD-like,,
cssesc,0.1.0,/Users/ioannis.karasavvaidis/go/src/github.com/puppetlabs/cloud-discovery/ui/node_modules/cssesc,https://github.com/mathiasbynens/cssesc,MIT,MIT,,
cssnano,3.10.0,/Users/ioannis.karasavvaidis/go/src/github.com/puppetlabs/cloud-discovery/ui/node_modules/cssnano,ben-eb/cssnano,MIT,MIT,,MIT
csso,2.3.2,/Users/ioannis.karasavvaidis/go/src/github.com/puppetlabs/cloud-discovery/ui/node_modules/csso,css/csso,MIT,MIT,,MIT
csstype,2.5.5,/Users/ioannis.karasavvaidis/go/src/github.com/puppetlabs/cloud-discovery/ui/node_modules/csstype,https://github.com/frenic/csstype,MIT,MIT,,
cyclist,0.2.2,/Users/ioannis.karasavvaidis/go/src/github.com/puppetlabs/cloud-discovery/ui/node_modules/cyclist,http://github.com/mafintosh/cyclist,MIT,,,MIT
d,1.0.0,/Users/ioannis.karasavvaidis/go/src/github.com/puppetlabs/cloud-discovery/ui/node_modules/d,http://github.com/medikoo/d,MIT,MIT,,
d3-array,1.2.1,/Users/ioannis.karasavvaidis/go/src/github.com/puppetlabs/cloud-discovery/ui/node_modules/d3-array,https://github.com/d3/d3-array,BSD-3-Clause,BSD-3-Clause,,
d3-collection,1.0.4,/Users/ioannis.karasavvaidis/go/src/github.com/puppetlabs/cloud-discovery/ui/node_modules/d3-collection,https://github.com/d3/d3-collection,BSD-3-Clause,BSD-3-Clause,,
d3-color,1.2.0,/Users/ioannis.karasavvaidis/go/src/github.com/puppetlabs/cloud-discovery/ui/node_modules/d3-color,https://github.com/d3/d3-color,BSD-3-Clause,BSD-3-Clause,,
d3-format,1.3.0,/Users/ioannis.karasavvaidis/go/src/github.com/puppetlabs/cloud-discovery/ui/node_modules/d3-format,https://github.com/d3/d3-format,BSD-3-Clause,BSD-3-Clause,,
d3-interpolate,1.2.0,/Users/ioannis.karasavvaidis/go/src/github.com/puppetlabs/cloud-discovery/ui/node_modules/d3-interpolate,https://github.com/d3/d3-interpolate,BSD-3-Clause,BSD-3-Clause,,
d3-path,1.0.5,/Users/ioannis.karasavvaidis/go/src/github.com/puppetlabs/cloud-discovery/ui/node_modules/d3-path,https://github.com/d3/d3-path,BSD-3-Clause,BSD-3-Clause,,
d3-scale,1.0.6,/Users/ioannis.karasavvaidis/go/src/github.com/puppetlabs/cloud-discovery/ui/node_modules/d3-scale,https://github.com/d3/d3-scale,BSD-3-Clause,BSD-3-Clause,,
d3-shape,1.2.0,/Users/ioannis.karasavvaidis/go/src/github.com/puppetlabs/cloud-discovery/ui/node_modules/d3-shape,https://github.com/d3/d3-shape,BSD-3-Clause,BSD-3-Clause,,
d3-time,1.0.8,/Users/ioannis.karasavvaidis/go/src/github.com/puppetlabs/cloud-discovery/ui/node_modules/d3-time,https://github.com/d3/d3-time,BSD-3-Clause,BSD-3-Clause,,
d3-time-format,2.1.1,/Users/ioannis.karasavvaidis/go/src/github.com/puppetlabs/cloud-discovery/ui/node_modules/d3-time-format,https://github.com/d3/d3-time-format,BSD-3-Clause,BSD-3-Clause,,
dashdash,1.14.1,/Users/ioannis.karasavvaidis/go/src/github.com/puppetlabs/cloud-discovery/ui/node_modules/dashdash,http://github.com/trentm/node-dashdash,MIT,MIT,MIT,
data-uri-to-buffer,1.2.0,/Users/ioannis.karasavvaidis/go/src/github.com/puppetlabs/cloud-discovery/ui/node_modules/data-uri-to-buffer,http://github.com/TooTallNate/node-data-uri-to-buffer,MIT,MIT,,MIT
date-fns,1.30.1,/Users/ioannis.karasavvaidis/go/src/github.com/puppetlabs/cloud-discovery/ui/node_modules/date-fns,https://github.com/date-fns/date-fns,MIT,MIT,MIT,
date-now,0.1.4,/Users/ioannis.karasavvaidis/go/src/github.com/puppetlabs/cloud-discovery/ui/node_modules/date-now,http://github.com/Colingo/date-now,MIT,MIT,,MIT
debounce,1.2.0,/Users/ioannis.karasavvaidis/go/src/github.com/puppetlabs/cloud-discovery/ui/node_modules/debounce,http://github.com/component/debounce,MIT,MIT,,MIT
debug,2.2.0,/Users/ioannis.karasavvaidis/go/src/github.com/puppetlabs/cloud-discovery/ui/node_modules/mocha-nightwatch/node_modules/debug,(none),MIT,MIT,,MIT
debug,2.3.3,/Users/ioannis.karasavvaidis/go/src/github.com/puppetlabs/cloud-discovery/ui/node_modules/engine.io/node_modules/debug,(none),MIT,MIT,MIT,MIT
debug,2.6.9,/Users/ioannis.karasavvaidis/go/src/github.com/puppetlabs/cloud-discovery/ui/node_modules/debug,http://github.com/visionmedia/debug,MIT,MIT,MIT,MIT
debug,3.1.0,/Users/ioannis.karasavvaidis/go/src/github.com/puppetlabs/cloud-discovery/ui/node_modules/socket.io-client/node_modules/debug,(none),MIT,MIT,MIT,MIT
decamelize,1.2.0,/Users/ioannis.karasavvaidis/go/src/github.com/puppetlabs/cloud-discovery/ui/node_modules/decamelize,sindresorhus/decamelize,MIT,MIT,MIT,MIT
decode-uri-component,0.2.0,/Users/ioannis.karasavvaidis/go/src/github.com/puppetlabs/cloud-discovery/ui/node_modules/decode-uri-component,SamVerschueren/decode-uri-component,MIT,MIT,MIT,MIT
decompress-response,3.3.0,/Users/ioannis.karasavvaidis/go/src/github.com/puppetlabs/cloud-discovery/ui/node_modules/decompress-response,sindresorhus/decompress-response,MIT,MIT,MIT,MIT
deep-eql,0.1.3,/Users/ioannis.karasavvaidis/go/src/github.com/puppetlabs/cloud-discovery/ui/node_modules/deep-eql,git@github.com:chaijs/deep-eql,MIT,MIT,,MIT
deep-equal,1.0.1,/Users/ioannis.karasavvaidis/go/src/github.com/puppetlabs/cloud-discovery/ui/node_modules/deep-equal,http://github.com/substack/node-deep-equal,MIT,MIT,MIT,
deep-extend,0.5.1,/Users/ioannis.karasavvaidis/go/src/github.com/puppetlabs/cloud-discovery/ui/node_modules/fsevents/node_modules/deep-extend,(none),MIT,MIT,MIT,
deep-extend,0.6.0,/Users/ioannis.karasavvaidis/go/src/github.com/puppetlabs/cloud-discovery/ui/node_modules/deep-extend,http://github.com/unclechu/node-deep-extend,MIT,MIT,MIT,
deep-is,0.1.3,/Users/ioannis.karasavvaidis/go/src/github.com/puppetlabs/cloud-discovery/ui/node_modules/deep-is,http://github.com/thlorenz/deep-is,MIT,MIT,MIT,MIT
deferred-leveldown,3.0.0,/Users/ioannis.karasavvaidis/go/src/github.com/puppetlabs/cloud-discovery/ui/node_modules/deferred-leveldown,https://github.com/Level/deferred-leveldown,MIT,MIT,MIT,MIT
deferred-leveldown,4.0.2,/Users/ioannis.karasavvaidis/go/src/github.com/puppetlabs/cloud-discovery/ui/node_modules/levelup/node_modules/deferred-leveldown,(none),MIT,MIT,MIT,MIT
define-properties,1.1.2,/Users/ioannis.karasavvaidis/go/src/github.com/puppetlabs/cloud-discovery/ui/node_modules/define-properties,http://github.com/ljharb/define-properties,MIT,MIT,MIT,
define-property,0.2.5,/Users/ioannis.karasavvaidis/go/src/github.com/puppetlabs/cloud-discovery/ui/node_modules/snapdragon/node_modules/define-property,(none),MIT,MIT,MIT,MIT
define-property,1.0.0,/Users/ioannis.karasavvaidis/go/src/github.com/puppetlabs/cloud-discovery/ui/node_modules/snapdragon-node/node_modules/define-property,(none),MIT,MIT,MIT,
define-property,2.0.2,/Users/ioannis.karasavvaidis/go/src/github.com/puppetlabs/cloud-discovery/ui/node_modules/define-property,jonschlinkert/define-property,MIT,MIT,MIT,
defined,1.0.0,/Users/ioannis.karasavvaidis/go/src/github.com/puppetlabs/cloud-discovery/ui/node_modules/defined,http://github.com/substack/defined,MIT,MIT,MIT,MIT
degenerator,1.0.4,/Users/ioannis.karasavvaidis/go/src/github.com/puppetlabs/cloud-discovery/ui/node_modules/degenerator,http://github.com/TooTallNate/node-degenerator,MIT,MIT,,MIT
delayed-stream,1.0.0,/Users/ioannis.karasavvaidis/go/src/github.com/puppetlabs/cloud-discovery/ui/node_modules/delayed-stream,http://github.com/felixge/node-delayed-stream,MIT,MIT,,MIT
delegates,1.0.0,/Users/ioannis.karasavvaidis/go/src/github.com/puppetlabs/cloud-discovery/ui/node_modules/delegates,visionmedia/node-delegates,MIT,MIT,,MIT
depd,1.1.1,/Users/ioannis.karasavvaidis/go/src/github.com/puppetlabs/cloud-discovery/ui/node_modules/raw-body/node_modules/depd,(none),MIT,MIT,MIT,
depd,1.1.2,/Users/ioannis.karasavvaidis/go/src/github.com/puppetlabs/cloud-discovery/ui/node_modules/depd,dougwilson/nodejs-depd,MIT,MIT,MIT,
des.js,1.0.0,/Users/ioannis.karasavvaidis/go/src/github.com/puppetlabs/cloud-discovery/ui/node_modules/des.js,ssh://git@github.com/indutny/des.js,MIT,MIT,,MIT
destroy,1.0.4,/Users/ioannis.karasavvaidis/go/src/github.com/puppetlabs/cloud-discovery/ui/node_modules/destroy,stream-utils/destroy,MIT,MIT,MIT,
detect-indent,4.0.0,/Users/ioannis.karasavvaidis/go/src/github.com/puppetlabs/cloud-discovery/ui/node_modules/detect-indent,sindresorhus/detect-indent,MIT,MIT,MIT,MIT
detect-libc,1.0.3,/Users/ioannis.karasavvaidis/go/src/github.com/puppetlabs/cloud-discovery/ui/node_modules/detect-libc,http://github.com/lovell/detect-libc,Apache;Apache-2.0,Apache-2.0,Apache,
detect-port-alt,1.1.6,/Users/ioannis.karasavvaidis/go/src/github.com/puppetlabs/cloud-discovery/ui/node_modules/detect-port-alt,http://github.com/node-modules/detect-port,MIT,MIT,MIT,
diff,1.4.0,/Users/ioannis.karasavvaidis/go/src/github.com/puppetlabs/cloud-discovery/ui/node_modules/diff,http://github.com/kpdecker/jsdiff,BSD,BSD,,BSD
diffie-hellman,5.0.3,/Users/ioannis.karasavvaidis/go/src/github.com/puppetlabs/cloud-discovery/ui/node_modules/diffie-hellman,https://github.com/crypto-browserify/diffie-hellman,MIT,MIT,,
doctrine,2.1.0,/Users/ioannis.karasavvaidis/go/src/github.com/puppetlabs/cloud-discovery/ui/node_modules/doctrine,eslint/doctrine,Apache;Apache-2.0,Apache-2.0,Apache,Apache
dom-converter,0.1.4,/Users/ioannis.karasavvaidis/go/src/github.com/puppetlabs/cloud-discovery/ui/node_modules/dom-converter,https://github.com/AriaMinaei/dom-converter,MIT,MIT,MIT,
dom-helpers,3.3.1,/Users/ioannis.karasavvaidis/go/src/github.com/puppetlabs/cloud-discovery/ui/node_modules/dom-helpers,jquense/dom-helpers,MIT,MIT,,
dom-serializer,0.1.0,/Users/ioannis.karasavvaidis/go/src/github.com/puppetlabs/cloud-discovery/ui/node_modules/dom-serializer,http://github.com/cheeriojs/dom-renderer,MIT,MIT,MIT,
dom-walk,0.1.1,/Users/ioannis.karasavvaidis/go/src/github.com/puppetlabs/cloud-discovery/ui/node_modules/dom-walk,http://github.com/Raynos/dom-walk,MIT,MIT,,MIT
domain-browser,1.2.0,/Users/ioannis.karasavvaidis/go/src/github.com/puppetlabs/cloud-discovery/ui/node_modules/domain-browser,https://github.com/bevry/domain-browser,MIT,MIT,,
domelementtype,1.1.3,/Users/ioannis.karasavvaidis/go/src/github.com/puppetlabs/cloud-discovery/ui/node_modules/dom-serializer/node_modules/domelementtype,(none),Unknown,,,
domelementtype,1.3.0,/Users/ioannis.karasavvaidis/go/src/github.com/puppetlabs/cloud-discovery/ui/node_modules/domelementtype,http://github.com/FB55/domelementtype,Unknown,,,
domhandler,2.1.0,/Users/ioannis.karasavvaidis/go/src/github.com/puppetlabs/cloud-discovery/ui/node_modules/domhandler,http://github.com/fb55/domhandler,Unknown,,,
domhandler,2.4.2,/Users/ioannis.karasavvaidis/go/src/github.com/puppetlabs/cloud-discovery/ui/node_modules/cheerio/node_modules/domhandler,(none),BSD-2-Clause,BSD-2-Clause,,
domutils,1.1.6,/Users/ioannis.karasavvaidis/go/src/github.com/puppetlabs/cloud-discovery/ui/node_modules/htmlparser2/node_modules/domutils,(none),Unknown,,,
domutils,1.5.1,/Users/ioannis.karasavvaidis/go/src/github.com/puppetlabs/cloud-discovery/ui/node_modules/domutils,http://github.com/FB55/domutils,Unknown,,,
dotenv,5.0.1,/Users/ioannis.karasavvaidis/go/src/github.com/puppetlabs/cloud-discovery/ui/node_modules/dotenv-webpack/node_modules/dotenv,(none),BSD-2-Clause,BSD-2-Clause,,
dotenv-webpack,1.5.7,/Users/ioannis.karasavvaidis/go/src/github.com/puppetlabs/cloud-discovery/ui/node_modules/dotenv-webpack,https://github.com/mrsteele/dotenv-webpack,MIT,MIT,MIT,MIT
double-ended-queue,2.1.0-0,/Users/ioannis.karasavvaidis/go/src/github.com/puppetlabs/cloud-discovery/ui/node_modules/double-ended-queue,http://github.com/petkaantonov/deque,MIT,MIT,,
duplexer,0.1.1,/Users/ioannis.karasavvaidis/go/src/github.com/puppetlabs/cloud-discovery/ui/node_modules/duplexer,http://github.com/Raynos/duplexer,MIT,MIT,,MIT
duplexify,3.6.0,/Users/ioannis.karasavvaidis/go/src/github.com/puppetlabs/cloud-discovery/ui/node_modules/duplexify,http://github.com/mafintosh/duplexify,MIT,MIT,MIT,MIT
ecc-jsbn,0.1.1,/Users/ioannis.karasavvaidis/go/src/github.com/puppetlabs/cloud-discovery/ui/node_modules/ecc-jsbn,https://github.com/quartzjer/ecc-jsbn,MIT,MIT,MIT,
ee-first,1.1.1,/Users/ioannis.karasavvaidis/go/src/github.com/puppetlabs/cloud-discovery/ui/node_modules/ee-first,jonathanong/ee-first,MIT,MIT,MIT,
ejs,2.5.7,/Users/ioannis.karasavvaidis/go/src/github.com/puppetlabs/cloud-discovery/ui/node_modules/ejs,http://github.com/mde/ejs,Apache;Apache-2.0,Apache-2.0,Apache,
electron-to-chromium,1.3.50,/Users/ioannis.karasavvaidis/go/src/github.com/puppetlabs/cloud-discovery/ui/node_modules/electron-to-chromium,https://github.com/kilian/electron-to-chromium/,ISC,ISC,,
elliptic,6.4.0,/Users/ioannis.karasavvaidis/go/src/github.com/puppetlabs/cloud-discovery/ui/node_modules/elliptic,git@github.com:indutny/elliptic,MIT,MIT,,MIT
emojis-list,2.1.0,/Users/ioannis.karasavvaidis/go/src/github.com/puppetlabs/cloud-discovery/ui/node_modules/emojis-list,https://github.com/kikobeats/emojis-list,MIT,MIT,MIT,MIT
encodeurl,1.0.2,/Users/ioannis.karasavvaidis/go/src/github.com/puppetlabs/cloud-discovery/ui/node_modules/encodeurl,pillarjs/encodeurl,MIT,MIT,MIT,
encoding,0.1.12,/Users/ioannis.karasavvaidis/go/src/github.com/puppetlabs/cloud-discovery/ui/node_modules/encoding,https://github.com/andris9/encoding,MIT,MIT,,
encoding-down,4.0.1,/Users/ioannis.karasavvaidis/go/src/github.com/puppetlabs/cloud-discovery/ui/node_modules/encoding-down,level/encoding-down,MIT,MIT,,MIT
end-of-stream,1.4.1,/Users/ioannis.karasavvaidis/go/src/github.com/puppetlabs/cloud-discovery/ui/node_modules/end-of-stream,http://github.com/mafintosh/end-of-stream,MIT,MIT,MIT,MIT
end-stream,0.1.0,/Users/ioannis.karasavvaidis/go/src/github.com/puppetlabs/cloud-discovery/ui/node_modules/end-stream,http://github.com/Raynos/end-stream,MIT,MIT,,MIT
engine.io,1.8.5,/Users/ioannis.karasavvaidis/go/src/github.com/puppetlabs/cloud-discovery/ui/node_modules/engine.io,git@github.com:socketio/engine.io,MIT,MIT,MIT,MIT
engine.io,3.2.1,/Users/ioannis.karasavvaidis/go/src/github.com/puppetlabs/cloud-discovery/ui/node_modules/socket.io/node_modules/engine.io,(none),MIT,MIT,MIT,MIT
engine.io-client,3.2.1,/Users/ioannis.karasavvaidis/go/src/github.com/puppetlabs/cloud-discovery/ui/node_modules/engine.io-client,https://github.com/socketio/engine.io-client,MIT,MIT,MIT,MIT
engine.io-parser,1.3.2,/Users/ioannis.karasavvaidis/go/src/github.com/puppetlabs/cloud-discovery/ui/node_modules/engine.io/node_modules/engine.io-parser,(none),MIT,MIT,MIT,MIT
engine.io-parser,2.1.2,/Users/ioannis.karasavvaidis/go/src/github.com/puppetlabs/cloud-discovery/ui/node_modules/engine.io-parser,git@github.com:socketio/engine.io-parser,MIT,MIT,MIT,MIT
enhanced-resolve,3.4.1,/Users/ioannis.karasavvaidis/go/src/github.com/puppetlabs/cloud-discovery/ui/node_modules/enhanced-resolve,http://github.com/webpack/enhanced-resolve,MIT,MIT,,MIT
entities,1.1.1,/Users/ioannis.karasavvaidis/go/src/github.com/puppetlabs/cloud-discovery/ui/node_modules/entities,http://github.com/fb55/node-entities,BSD-like,BSD-like,,
errno,0.1.7,/Users/ioannis.karasavvaidis/go/src/github.com/puppetlabs/cloud-discovery/ui/node_modules/errno,https://github.com/rvagg/node-errno,MIT,MIT,,MIT
error-ex,1.3.2,/Users/ioannis.karasavvaidis/go/src/github.com/puppetlabs/cloud-discovery/ui/node_modules/error-ex,qix-/node-error-ex,MIT,MIT,MIT,
es-abstract,1.12.0,/Users/ioannis.karasavvaidis/go/src/github.com/puppetlabs/cloud-discovery/ui/node_modules/es-abstract,http://github.com/ljharb/es-abstract,MIT,MIT,MIT,
es-to-primitive,1.1.1,/Users/ioannis.karasavvaidis/go/src/github.com/puppetlabs/cloud-discovery/ui/node_modules/es-to-primitive,http://github.com/ljharb/es-to-primitive,MIT,MIT,MIT,
es5-ext,0.10.45,/Users/ioannis.karasavvaidis/go/src/github.com/puppetlabs/cloud-discovery/ui/node_modules/es5-ext,http://github.com/medikoo/es5-ext,ISC,ISC,ISC,
es5-shim,4.5.10,/Users/ioannis.karasavvaidis/go/src/github.com/puppetlabs/cloud-discovery/ui/node_modules/es5-shim,http://github.com/es-shims/es5-shim,MIT,MIT,MIT,
